,id,date,home_team,opponent,attend,temp,day_night_categories,visiting_OPS+,visiting_ERA+,visiting_win_percent,city_rivals_flag,weekend_flag,home_opener_flag,holiday_flag,rainy_flag,cap,shirt,fireworks,bobblehead,promotion_flag
0,1905,2012-04-04,Miami Marlins,St. Louis Cardinals,36601,79,non_sunday_night,107,103,0.543,0,0,1,0,0,NO,NO,NO,NO,0
1,1319,2012-04-05,Cincinnati Reds,Miami Marlins,42956,60,non_sunday_day,85,100,0.426,0,0,1,0,0,NO,NO,NO,NO,0
2,1412,2012-04-05,New York Mets,Atlanta Braves,42080,53,non_sunday_day,90,117,0.58,0,0,1,0,0,NO,NO,NO,NO,0
3,184,2012-04-05,Cleveland Indians,Toronto Blue Jays,43190,44,non_sunday_day,94,91,0.451,0,0,1,0,0,NO,NO,NO,NO,0
4,1993,2012-04-05,San Diego Padres,Los Angeles Dodgers,42941,69,non_sunday_night,91,114,0.531,0,0,1,0,0,NO,YES,NO,NO,1
5,703,2012-04-05,Pittsburgh Pirates,Philadelphia Phillies,39585,52,non_sunday_day,92,105,0.5,0,0,1,0,0,NO,NO,NO,NO,0
6,832,2012-04-05,Chicago Cubs,Washington Nationals,41176,51,non_sunday_day,101,120,0.605,0,0,1,0,0,NO,NO,NO,NO,0
7,500,2012-04-05,Detroit Tigers,Boston Red Sox,45027,43,non_sunday_day,96,90,0.426,0,0,1,0,0,NO,NO,NO,NO,0
8,605,2012-04-06,Los Angeles Angels,Kansas City Royals,44106,69,non_sunday_night,94,98,0.444,0,1,1,0,0,NO,NO,YES,NO,1
9,1191,2012-04-06,Texas Rangers,Chicago White Sox,49085,75,non_sunday_day,98,106,0.525,0,1,1,0,0,NO,NO,NO,NO,0
10,132,2012-04-06,Tampa Bay Rays,New York Yankees,34078,72,non_sunday_day,112,110,0.586,0,1,1,0,0,NO,NO,NO,NO,0
11,2273,2012-04-06,Arizona Diamondbacks,San Francisco Giants,49130,77,non_sunday_night,106,96,0.58,0,1,1,0,0,NO,YES,NO,NO,1
12,1779,2012-04-06,Houston Astros,Colorado Rockies,43464,79,non_sunday_night,93,89,0.395,0,1,1,0,0,NO,NO,YES,NO,1
13,1909,2012-04-06,Milwaukee Brewers,St. Louis Cardinals,46086,65,non_sunday_day,107,103,0.543,0,1,1,0,0,NO,NO,NO,NO,0
14,1,2012-04-06,Baltimore Orioles,Minnesota Twins,46773,59,non_sunday_day,98,86,0.407,0,1,1,0,0,NO,NO,NO,NO,0
15,1089,2012-04-06,Oakland Athletics,Seattle Mariners,35067,55,non_sunday_night,88,102,0.463,0,1,1,0,0,NO,NO,NO,NO,0
16,1994,2012-04-06,San Diego Padres,Los Angeles Dodgers,32490,61,non_sunday_night,91,114,0.531,0,1,0,0,0,NO,NO,YES,NO,1
17,1995,2012-04-07,San Diego Padres,Los Angeles Dodgers,31909,71,non_sunday_night,91,114,0.531,0,1,0,0,0,NO,NO,NO,NO,0
18,185,2012-04-07,Cleveland Indians,Toronto Blue Jays,18842,48,non_sunday_day,94,91,0.451,0,1,0,0,0,NO,NO,NO,NO,0
19,1320,2012-04-07,Cincinnati Reds,Miami Marlins,41662,67,non_sunday_night,85,100,0.426,0,1,0,0,0,NO,NO,YES,NO,1
20,133,2012-04-07,Tampa Bay Rays,New York Yankees,34078,72,non_sunday_night,112,110,0.586,0,1,0,0,0,NO,NO,NO,NO,0
21,704,2012-04-07,Pittsburgh Pirates,Philadelphia Phillies,38885,58,non_sunday_night,92,105,0.5,0,1,0,0,0,NO,NO,YES,NO,1
22,1413,2012-04-07,New York Mets,Atlanta Braves,39526,55,non_sunday_day,90,117,0.58,0,1,0,0,0,NO,NO,NO,NO,0
23,2274,2012-04-07,Arizona Diamondbacks,San Francisco Giants,34789,79,non_sunday_day,106,96,0.58,0,1,0,0,0,NO,NO,NO,NO,0
24,1090,2012-04-07,Oakland Athletics,Seattle Mariners,16612,59,non_sunday_day,88,102,0.463,0,1,0,0,0,NO,NO,NO,NO,0
25,833,2012-04-07,Chicago Cubs,Washington Nationals,40102,60,non_sunday_day,101,120,0.605,0,1,0,0,0,NO,NO,NO,NO,0
26,606,2012-04-07,Los Angeles Angels,Kansas City Royals,40022,85,non_sunday_day,94,98,0.444,0,1,0,0,0,NO,NO,NO,NO,0
27,501,2012-04-07,Detroit Tigers,Boston Red Sox,44710,62,non_sunday_day,96,90,0.426,0,1,0,0,0,NO,NO,NO,NO,0
28,2,2012-04-07,Baltimore Orioles,Minnesota Twins,31532,63,non_sunday_night,98,86,0.407,0,1,0,0,0,NO,NO,NO,NO,0
29,1780,2012-04-07,Houston Astros,Colorado Rockies,23962,80,non_sunday_night,93,89,0.395,0,1,0,0,0,NO,NO,NO,NO,0
30,1192,2012-04-07,Texas Rangers,Chicago White Sox,47867,82,non_sunday_night,98,106,0.525,0,1,0,0,0,NO,NO,NO,NO,0
31,1910,2012-04-07,Milwaukee Brewers,St. Louis Cardinals,42084,70,non_sunday_day,107,103,0.543,0,1,0,0,0,NO,NO,NO,NO,0
32,1193,2012-04-08,Texas Rangers,Chicago White Sox,45368,65,sunday_night,98,106,0.525,0,1,0,0,0,NO,NO,NO,NO,0
33,3,2012-04-08,Baltimore Orioles,Minnesota Twins,14738,68,sunday_day,98,86,0.407,0,1,0,0,0,NO,NO,NO,NO,0
34,607,2012-04-08,Los Angeles Angels,Kansas City Royals,32227,80,sunday_day,94,98,0.444,0,1,0,0,0,NO,NO,NO,NO,0
35,134,2012-04-08,Tampa Bay Rays,New York Yankees,30413,72,sunday_day,112,110,0.586,0,1,0,0,0,NO,NO,NO,NO,0
36,1414,2012-04-08,New York Mets,Atlanta Braves,27855,59,sunday_day,90,117,0.58,0,1,0,0,0,NO,NO,NO,NO,0
37,1781,2012-04-08,Houston Astros,Colorado Rockies,14195,72,sunday_day,93,89,0.395,0,1,0,0,0,NO,NO,NO,NO,0
38,2275,2012-04-08,Arizona Diamondbacks,San Francisco Giants,24193,83,sunday_day,106,96,0.58,0,1,0,0,0,NO,NO,NO,NO,0
39,834,2012-04-08,Chicago Cubs,Washington Nationals,31973,60,sunday_day,101,120,0.605,0,1,0,0,0,NO,NO,NO,NO,0
40,1996,2012-04-08,San Diego Padres,Los Angeles Dodgers,19021,72,sunday_day,91,114,0.531,0,1,0,0,0,NO,NO,NO,NO,0
41,502,2012-04-08,Detroit Tigers,Boston Red Sox,30788,58,sunday_day,96,90,0.426,0,1,0,0,0,NO,NO,NO,NO,0
42,705,2012-04-08,Pittsburgh Pirates,Philadelphia Phillies,19856,58,sunday_day,92,105,0.5,0,1,0,0,0,NO,NO,NO,NO,0
43,1911,2012-04-08,Milwaukee Brewers,St. Louis Cardinals,33211,70,sunday_day,107,103,0.543,0,1,0,0,0,NO,NO,NO,NO,0
44,1321,2012-04-08,Cincinnati Reds,Miami Marlins,23539,61,sunday_day,85,100,0.426,0,1,0,0,0,NO,NO,NO,NO,0
45,186,2012-04-08,Cleveland Indians,Toronto Blue Jays,10518,51,sunday_day,94,91,0.451,0,1,0,0,0,NO,NO,NO,NO,0
46,1886,2012-04-09,Cincinnati Reds,St. Louis Cardinals,16909,64,non_sunday_night,107,103,0.543,0,0,0,0,0,NO,NO,NO,NO,0
47,81,2012-04-09,Baltimore Orioles,New York Yankees,25478,65,non_sunday_night,112,110,0.586,0,0,0,0,0,NO,NO,NO,NO,0
48,1342,2012-04-09,Philadelphia Phillies,Miami Marlins,45574,62,non_sunday_day,85,100,0.426,0,0,1,0,0,NO,NO,NO,NO,0
49,1104,2012-04-09,Texas Rangers,Seattle Mariners,42003,75,non_sunday_night,88,102,0.463,0,0,0,0,0,NO,NO,NO,NO,0
50,623,2012-04-09,Oakland Athletics,Kansas City Royals,10054,55,non_sunday_day,94,98,0.444,0,0,0,0,0,NO,NO,NO,NO,0
51,1637,2012-04-09,Chicago Cubs,Milwaukee Brewers,38136,57,non_sunday_night,101,98,0.512,0,0,0,0,0,YES,NO,NO,NO,1
52,1374,2012-04-09,Houston Astros,Atlanta Braves,17095,79,non_sunday_night,90,117,0.58,0,0,0,0,0,NO,NO,NO,NO,0
53,2291,2012-04-09,Colorado Rockies,San Francisco Giants,49282,66,non_sunday_day,106,96,0.58,0,0,1,0,0,NO,NO,NO,NO,0
54,858,2012-04-09,New York Mets,Washington Nationals,23970,61,non_sunday_night,101,120,0.605,0,0,0,0,0,NO,NO,NO,NO,0
55,546,2012-04-09,Toronto Blue Jays,Boston Red Sox,48473,68,non_sunday_night,96,90,0.426,0,0,1,0,0,NO,NO,NO,NO,0
56,1137,2012-04-09,Cleveland Indians,Chicago White Sox,9473,56,non_sunday_night,98,106,0.525,0,0,0,0,0,NO,NO,NO,NO,0
57,624,2012-04-10,Oakland Athletics,Kansas City Royals,10670,55,non_sunday_night,94,98,0.444,0,0,0,0,1,NO,NO,NO,NO,0
58,1375,2012-04-10,Houston Astros,Atlanta Braves,22036,78,non_sunday_night,90,117,0.58,0,0,0,0,0,YES,NO,NO,NO,1
59,428,2012-04-10,Detroit Tigers,Tampa Bay Rays,22574,42,non_sunday_day,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
60,2237,2012-04-10,San Diego Padres,Arizona Diamondbacks,18652,63,non_sunday_night,99,104,0.5,0,0,0,0,0,NO,NO,NO,NO,0
61,82,2012-04-10,Baltimore Orioles,New York Yankees,24659,62,non_sunday_night,112,110,0.586,0,0,0,0,0,NO,NO,NO,NO,0
62,859,2012-04-10,New York Mets,Washington Nationals,26927,56,non_sunday_night,101,120,0.605,0,0,0,0,0,NO,NO,NO,NO,0
63,1887,2012-04-10,Cincinnati Reds,St. Louis Cardinals,17110,51,non_sunday_night,107,103,0.543,0,0,0,0,0,NO,NO,NO,NO,0
64,768,2012-04-10,Los Angeles Dodgers,Pittsburgh Pirates,56000,67,non_sunday_day,93,97,0.488,0,0,1,0,0,NO,NO,NO,NO,0
66,547,2012-04-10,Toronto Blue Jays,Boston Red Sox,26351,68,non_sunday_night,96,90,0.426,0,0,0,0,0,NO,NO,NO,NO,0
67,1105,2012-04-10,Texas Rangers,Seattle Mariners,25753,82,non_sunday_night,88,102,0.463,0,0,0,0,0,NO,NO,NO,NO,0
68,429,2012-04-11,Detroit Tigers,Tampa Bay Rays,28180,46,non_sunday_day,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
69,2238,2012-04-11,San Diego Padres,Arizona Diamondbacks,16091,66,non_sunday_night,99,104,0.5,0,0,0,0,0,NO,NO,NO,NO,0
70,1639,2012-04-11,Chicago Cubs,Milwaukee Brewers,34044,44,non_sunday_day,101,98,0.512,0,0,0,0,0,NO,NO,NO,NO,0
71,2292,2012-04-11,Colorado Rockies,San Francisco Giants,30337,63,non_sunday_night,106,96,0.58,0,0,0,0,0,NO,NO,NO,NO,0
72,860,2012-04-11,New York Mets,Washington Nationals,34614,53,non_sunday_day,101,120,0.605,0,0,0,0,0,NO,NO,NO,NO,0
73,83,2012-04-11,Baltimore Orioles,New York Yankees,22919,53,non_sunday_night,112,110,0.586,0,0,0,0,0,NO,NO,NO,NO,0
74,548,2012-04-11,Toronto Blue Jays,Boston Red Sox,25285,68,non_sunday_day,96,90,0.426,0,0,0,0,0,NO,NO,NO,NO,0
75,1343,2012-04-11,Philadelphia Phillies,Miami Marlins,45359,49,non_sunday_night,85,100,0.426,0,0,0,0,0,NO,YES,NO,NO,1
76,1106,2012-04-11,Texas Rangers,Seattle Mariners,32342,81,non_sunday_night,88,102,0.463,0,0,0,0,0,NO,NO,NO,NO,0
77,1138,2012-04-11,Cleveland Indians,Chicago White Sox,9072,45,non_sunday_day,98,106,0.525,0,0,0,0,0,NO,NO,NO,NO,0
78,769,2012-04-11,Los Angeles Dodgers,Pittsburgh Pirates,29729,58,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
79,1888,2012-04-11,Cincinnati Reds,St. Louis Cardinals,20672,46,non_sunday_day,107,103,0.543,0,0,0,0,0,NO,NO,NO,NO,0
80,625,2012-04-11,Oakland Athletics,Kansas City Royals,12390,59,non_sunday_day,94,98,0.444,0,0,0,0,0,NO,NO,NO,NO,0
81,1376,2012-04-11,Houston Astros,Atlanta Braves,18225,81,non_sunday_night,90,117,0.58,0,0,0,0,0,NO,NO,NO,NO,0
82,1344,2012-04-12,Philadelphia Phillies,Miami Marlins,44751,56,non_sunday_night,85,100,0.426,0,0,0,0,0,NO,NO,NO,NO,0
83,2293,2012-04-12,Colorado Rockies,San Francisco Giants,25860,62,non_sunday_day,106,96,0.58,0,0,0,0,0,NO,NO,NO,NO,0
84,1772,2012-04-12,Washington Nationals,Cincinnati Reds,40907,56,non_sunday_day,93,123,0.599,0,0,1,0,0,YES,NO,NO,NO,1
85,1640,2012-04-12,Chicago Cubs,Milwaukee Brewers,36311,57,non_sunday_day,101,98,0.512,0,0,0,0,0,NO,NO,NO,NO,0
86,770,2012-04-12,Los Angeles Dodgers,Pittsburgh Pirates,28328,57,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
87,430,2012-04-12,Detroit Tigers,Tampa Bay Rays,30288,54,non_sunday_day,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
88,2239,2012-04-12,San Diego Padres,Arizona Diamondbacks,20858,62,non_sunday_night,99,104,0.5,0,0,0,0,0,NO,NO,NO,NO,0
89,1107,2012-04-12,Texas Rangers,Seattle Mariners,31513,77,non_sunday_day,88,102,0.463,0,0,0,0,0,NO,NO,NO,NO,0
90,362,2012-04-13,Minnesota Twins,Texas Rangers,31400,49,non_sunday_night,105,109,0.574,0,1,1,0,0,NO,NO,NO,NO,0
91,2202,2012-04-13,Colorado Rockies,Arizona Diamondbacks,30642,58,non_sunday_night,99,104,0.5,0,1,0,0,0,NO,NO,NO,NO,0
92,1773,2012-04-13,Washington Nationals,Cincinnati Reds,26959,64,non_sunday_night,93,123,0.599,0,1,0,0,0,NO,YES,NO,NO,1
93,1602,2012-04-13,St. Louis Cardinals,Chicago Cubs,46882,49,non_sunday_day,83,91,0.377,0,1,1,0,0,NO,NO,NO,NO,0
94,1273,2012-04-13,Toronto Blue Jays,Baltimore Orioles,21988,68,non_sunday_night,97,109,0.574,0,1,0,0,0,NO,NO,NO,NO,0
95,2067,2012-04-13,Philadelphia Phillies,New York Mets,45429,61,non_sunday_night,94,93,0.457,0,1,0,0,0,NO,NO,NO,NO,0
96,917,2012-04-13,Kansas City Royals,Cleveland Indians,40230,66,non_sunday_day,99,82,0.42,0,1,1,0,0,NO,NO,NO,NO,0
97,2138,2012-04-13,Los Angeles Dodgers,San Diego Padres,31601,54,non_sunday_night,97,90,0.469,0,1,0,0,0,NO,NO,YES,NO,1
98,979,2012-04-13,Chicago White Sox,Detroit Tigers,38676,64,non_sunday_day,103,113,0.543,0,1,1,0,0,NO,NO,NO,NO,0
99,411,2012-04-13,Boston Red Sox,Tampa Bay Rays,37032,58,non_sunday_day,99,121,0.556,0,1,1,0,0,NO,NO,NO,NO,0
100,1634,2012-04-13,Atlanta Braves,Milwaukee Brewers,50635,69,non_sunday_night,101,98,0.512,0,1,1,0,0,NO,NO,YES,NO,1
101,285,2012-04-13,Seattle Mariners,Oakland Athletics,46026,57,non_sunday_night,99,112,0.58,0,1,1,0,0,NO,NO,NO,NO,0
102,793,2012-04-13,San Francisco Giants,Pittsburgh Pirates,41138,53,non_sunday_day,93,97,0.488,0,1,1,0,0,NO,NO,NO,NO,0
103,1486,2012-04-13,Miami Marlins,Houston Astros,30169,72,non_sunday_night,82,89,0.34,0,1,0,0,0,NO,NO,NO,NO,0
104,286,2012-04-14,Seattle Mariners,Oakland Athletics,21071,60,non_sunday_night,99,112,0.58,0,1,0,0,0,NO,NO,NO,NO,0
105,2068,2012-04-14,Philadelphia Phillies,New York Mets,45750,71,non_sunday_day,94,93,0.457,0,1,0,0,0,NO,NO,NO,NO,0
106,363,2012-04-14,Minnesota Twins,Texas Rangers,35854,65,non_sunday_day,105,109,0.574,0,1,0,0,0,NO,NO,NO,NO,0
107,2139,2012-04-14,Los Angeles Dodgers,San Diego Padres,46549,57,non_sunday_night,97,90,0.469,0,1,0,0,0,NO,NO,NO,NO,0
108,1274,2012-04-14,Toronto Blue Jays,Baltimore Orioles,28355,68,non_sunday_day,97,109,0.574,0,1,0,0,0,NO,NO,NO,NO,0
109,918,2012-04-14,Kansas City Royals,Cleveland Indians,21788,72,non_sunday_night,99,82,0.42,0,1,0,0,1,NO,NO,NO,NO,0
110,412,2012-04-14,Boston Red Sox,Tampa Bay Rays,38024,72,non_sunday_day,99,121,0.556,0,1,0,0,0,NO,NO,NO,NO,0
111,1603,2012-04-14,St. Louis Cardinals,Chicago Cubs,46792,64,non_sunday_day,83,91,0.377,0,1,0,0,0,NO,NO,NO,NO,0
112,2203,2012-04-14,Colorado Rockies,Arizona Diamondbacks,29856,46,non_sunday_night,99,104,0.5,0,1,0,0,0,NO,NO,NO,NO,0
113,1774,2012-04-14,Washington Nationals,Cincinnati Reds,35489,74,non_sunday_day,93,123,0.599,0,1,0,0,0,NO,NO,NO,YES,0
114,1635,2012-04-14,Atlanta Braves,Milwaukee Brewers,37408,75,non_sunday_night,101,98,0.512,0,1,0,0,0,NO,NO,NO,NO,0
115,794,2012-04-14,San Francisco Giants,Pittsburgh Pirates,41657,54,non_sunday_night,93,97,0.488,0,1,0,0,0,NO,NO,YES,NO,1
116,980,2012-04-14,Chicago White Sox,Detroit Tigers,33025,63,non_sunday_day,103,113,0.543,0,1,0,0,0,YES,NO,NO,NO,1
117,1487,2012-04-14,Miami Marlins,Houston Astros,31659,75,non_sunday_night,82,89,0.34,0,1,0,0,0,NO,NO,NO,NO,0
118,795,2012-04-15,San Francisco Giants,Pittsburgh Pirates,41766,60,sunday_day,93,97,0.488,0,1,0,0,0,NO,NO,NO,NO,0
119,2140,2012-04-15,Los Angeles Dodgers,San Diego Padres,38359,65,sunday_day,97,90,0.469,0,1,0,0,0,NO,NO,NO,NO,0
120,413,2012-04-15,Boston Red Sox,Tampa Bay Rays,38024,72,sunday_day,99,121,0.556,0,1,0,0,0,NO,NO,NO,NO,0
121,287,2012-04-15,Seattle Mariners,Oakland Athletics,19650,52,sunday_day,99,112,0.58,0,1,0,0,0,NO,NO,NO,NO,0
122,1275,2012-04-15,Toronto Blue Jays,Baltimore Orioles,20252,68,sunday_day,97,109,0.574,0,1,0,0,0,NO,NO,NO,NO,0
123,1636,2012-04-15,Atlanta Braves,Milwaukee Brewers,30831,75,sunday_day,101,98,0.512,0,1,0,0,0,NO,NO,NO,NO,0
124,1775,2012-04-15,Washington Nationals,Cincinnati Reds,25679,77,sunday_day,93,123,0.599,0,1,0,0,0,NO,NO,NO,NO,0
125,981,2012-04-15,Chicago White Sox,Detroit Tigers,25143,73,sunday_day,103,113,0.543,0,1,0,0,0,NO,NO,NO,NO,0
126,364,2012-04-15,Minnesota Twins,Texas Rangers,32093,62,sunday_day,105,109,0.574,0,1,0,0,0,NO,NO,NO,NO,0
127,2069,2012-04-15,Philadelphia Phillies,New York Mets,45829,75,sunday_day,94,93,0.457,0,1,0,0,0,NO,NO,NO,NO,0
128,919,2012-04-15,Kansas City Royals,Cleveland Indians,21182,72,sunday_day,99,82,0.42,0,1,0,0,0,NO,YES,NO,NO,1
129,1604,2012-04-15,St. Louis Cardinals,Chicago Cubs,44952,77,sunday_day,83,91,0.377,0,1,0,0,0,NO,NO,NO,NO,0
130,2204,2012-04-15,Colorado Rockies,Arizona Diamondbacks,26952,48,sunday_day,99,104,0.5,0,1,0,0,0,NO,YES,NO,NO,1
131,1488,2012-04-15,Miami Marlins,Houston Astros,34232,72,sunday_day,82,89,0.34,0,1,0,0,0,NO,NO,NO,NO,0
132,710,2012-04-16,San Francisco Giants,Philadelphia Phillies,41136,55,non_sunday_night,92,105,0.5,0,0,0,0,0,NO,NO,NO,NO,0
133,414,2012-04-16,Boston Red Sox,Tampa Bay Rays,38108,79,non_sunday_day,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
134,2129,2012-04-16,Colorado Rockies,San Diego Padres,21547,56,non_sunday_night,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
135,46,2012-04-16,New York Yankees,Minnesota Twins,40218,77,non_sunday_night,98,86,0.407,0,0,1,0,0,NO,NO,NO,NO,0
136,2033,2012-04-16,Atlanta Braves,New York Mets,16161,71,non_sunday_night,94,93,0.457,0,0,0,0,0,NO,NO,NO,NO,0
137,997,2012-04-16,Kansas City Royals,Detroit Tigers,14039,64,non_sunday_night,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
138,266,2012-04-16,Los Angeles Angels,Oakland Athletics,27338,71,non_sunday_night,99,112,0.58,0,0,0,0,0,NO,NO,NO,NO,0
139,742,2012-04-16,Arizona Diamondbacks,Pittsburgh Pirates,17366,81,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
140,1529,2012-04-16,Washington Nationals,Houston Astros,16245,84,non_sunday_night,82,89,0.34,0,0,0,0,0,NO,NO,NO,NO,0
141,1219,2012-04-16,Chicago White Sox,Baltimore Orioles,13732,53,non_sunday_night,97,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
142,998,2012-04-17,Kansas City Royals,Detroit Tigers,13851,69,non_sunday_night,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
143,1220,2012-04-17,Chicago White Sox,Baltimore Orioles,11267,51,non_sunday_night,97,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
144,1530,2012-04-17,Washington Nationals,Houston Astros,17886,70,non_sunday_night,82,89,0.34,0,0,0,0,0,NO,NO,NO,NO,0
145,1979,2012-04-17,Milwaukee Brewers,Los Angeles Dodgers,27159,63,non_sunday_night,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
146,711,2012-04-17,San Francisco Giants,Philadelphia Phillies,41101,53,non_sunday_night,92,105,0.5,0,0,0,0,0,NO,NO,NO,NO,0
147,325,2012-04-17,Boston Red Sox,Texas Rangers,38229,78,non_sunday_night,105,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
148,47,2012-04-17,New York Yankees,Minnesota Twins,40194,73,non_sunday_night,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
149,1766,2012-04-17,St. Louis Cardinals,Cincinnati Reds,35562,69,non_sunday_night,93,123,0.599,0,0,0,0,0,NO,NO,NO,NO,0
150,1567,2012-04-17,Miami Marlins,Chicago Cubs,24544,76,non_sunday_night,83,91,0.377,0,0,0,0,0,NO,NO,NO,NO,0
151,947,2012-04-17,Seattle Mariners,Cleveland Indians,12461,50,non_sunday_night,99,82,0.42,0,0,0,0,0,NO,NO,NO,NO,0
152,2130,2012-04-17,Colorado Rockies,San Diego Padres,24525,66,non_sunday_night,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
153,267,2012-04-17,Los Angeles Angels,Oakland Athletics,41016,72,non_sunday_night,99,112,0.58,0,0,0,0,0,NO,NO,NO,YES,0
154,743,2012-04-17,Arizona Diamondbacks,Pittsburgh Pirates,19198,87,non_sunday_night,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
155,465,2012-04-17,Toronto Blue Jays,Tampa Bay Rays,15331,68,non_sunday_night,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
156,2034,2012-04-17,Atlanta Braves,New York Mets,18732,68,non_sunday_night,94,93,0.457,0,0,0,0,0,NO,NO,NO,NO,0
157,2131,2012-04-18,Colorado Rockies,San Diego Padres,24762,68,non_sunday_night,97,90,0.469,0,0,0,0,0,NO,NO,NO,NO,0
158,1531,2012-04-18,Washington Nationals,Houston Astros,14520,53,non_sunday_night,82,89,0.34,0,0,0,0,0,NO,NO,NO,NO,0
159,712,2012-04-18,San Francisco Giants,Philadelphia Phillies,41860,56,non_sunday_night,92,105,0.5,0,0,0,0,0,NO,NO,NO,NO,0
160,268,2012-04-18,Los Angeles Angels,Oakland Athletics,27217,68,non_sunday_night,99,112,0.58,0,0,0,0,0,NO,NO,NO,NO,0
161,999,2012-04-18,Kansas City Royals,Detroit Tigers,14083,76,non_sunday_night,103,113,0.543,0,0,0,0,0,NO,NO,NO,NO,0
162,466,2012-04-18,Toronto Blue Jays,Tampa Bay Rays,15828,68,non_sunday_night,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
163,1980,2012-04-18,Milwaukee Brewers,Los Angeles Dodgers,30189,68,non_sunday_night,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
164,326,2012-04-18,Boston Red Sox,Texas Rangers,37967,51,non_sunday_night,105,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
165,744,2012-04-18,Arizona Diamondbacks,Pittsburgh Pirates,18368,84,non_sunday_day,93,97,0.488,0,0,0,0,0,NO,NO,NO,NO,0
166,1568,2012-04-18,Miami Marlins,Chicago Cubs,25723,77,non_sunday_night,83,91,0.377,0,0,0,0,0,NO,NO,NO,NO,0
167,948,2012-04-18,Seattle Mariners,Cleveland Indians,11343,55,non_sunday_night,99,82,0.42,0,0,0,0,0,NO,NO,NO,NO,0
168,1767,2012-04-18,St. Louis Cardinals,Cincinnati Reds,35907,69,non_sunday_night,93,123,0.599,0,0,0,0,0,NO,NO,NO,NO,0
169,1221,2012-04-18,Chicago White Sox,Baltimore Orioles,13818,68,non_sunday_night,97,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
170,2035,2012-04-18,Atlanta Braves,New York Mets,17909,62,non_sunday_day,94,93,0.457,0,0,0,0,1,NO,NO,NO,NO,0
171,48,2012-04-18,New York Yankees,Minnesota Twins,36831,58,non_sunday_night,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
172,1383,2012-04-19,Arizona Diamondbacks,Atlanta Braves,18110,91,non_sunday_night,90,117,0.58,0,0,0,0,0,NO,NO,NO,NO,0
173,467,2012-04-19,Toronto Blue Jays,Tampa Bay Rays,18976,61,non_sunday_night,99,121,0.556,0,0,0,0,0,NO,NO,NO,NO,0
174,1569,2012-04-19,Miami Marlins,Chicago Cubs,23168,75,non_sunday_day,83,91,0.377,0,0,0,0,0,NO,NO,NO,NO,0
175,1768,2012-04-19,St. Louis Cardinals,Cincinnati Reds,40049,72,non_sunday_day,93,123,0.599,0,0,0,0,0,NO,NO,NO,NO,0
176,706,2012-04-19,San Diego Padres,Philadelphia Phillies,17573,64,non_sunday_night,92,105,0.5,0,0,0,0,0,NO,NO,NO,NO,0
177,1981,2012-04-19,Milwaukee Brewers,Los Angeles Dodgers,30091,66,non_sunday_day,91,114,0.531,0,0,0,0,0,NO,NO,NO,NO,0
178,339,2012-04-19,Detroit Tigers,Texas Rangers,30029,62,non_sunday_night,105,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
179,1222,2012-04-19,Chicago White Sox,Baltimore Orioles,11836,50,non_sunday_day,97,109,0.574,0,0,0,0,0,NO,NO,NO,NO,0
180,269,2012-04-19,Los Angeles Angels,Oakland Athletics,27864,67,non_sunday_night,99,112,0.58,0,0,0,0,0,NO,YES,NO,NO,1
181,1532,2012-04-19,Washington Nationals,Houston Astros,18045,68,non_sunday_night,82,89,0.34,0,0,0,0,0,NO,NO,NO,NO,0
182,49,2012-04-19,New York Yankees,Minnesota Twins,40327,60,non_sunday_night,98,86,0.407,0,0,0,0,0,NO,NO,NO,NO,0
183,949,2012-04-19,Seattle Mariners,Cleveland Indians,12942,55,non_sunday_night,99,82,0.42,0,0,0,0,0,NO,NO,NO,NO,0
184,1384,2012-04-20,Arizona Diamondbacks,Atlanta Braves,27761,93,non_sunday_night,90,117,0.58,0,1,0,0,0,NO,NO,YES,NO,1
185,1715,2012-04-20,Chicago Cubs,Cincinnati Reds,37782,42,non_sunday_day,93,123,0.599,0,1,0,0,0,NO,NO,NO,NO,0
